s_State,s_State-Short,s_State-raw,s_Period,s_Quarter,Broad Type of Service,Services,Benefits ($),Bulk Billed Services,Patient Billed Services,Bulk Billed Benefits ($),Patient Billed Beng Rate (efits ($),MBS Bulk Billing Rate (%),Avg Patient Contribution Per Service: Out of Hospital Patient Billed ($),Schedule Fee ($),Fee Charged ($),Bulk Billed Fee Charged ($),Patient Billed Fee Charged ($)
New South Wales,NSW,NSW,1/6/2023,2022-23 Q4 (Jun Qtr),Other Allied Health,1251505,100569083.8,569106,682399,38401187.95,62167895.83,0.454737296,69.30581326,113185024.1,147863301.4,38401187.95,109462113.5
Victoria,VIC,Vic,1/6/2023,2022-23 Q4 (Jun Qtr),Other Allied Health,1190194,95420033.42,525695,664499,34975068.65,60444964.77,0.441688498,68.88906081,107760052.8,141196745.4,34975068.65,106221676.8
Queensland,QLD,Qld,1/6/2023,2022-23 Q4 (Jun Qtr),Other Allied Health,790824,62944960.34,392858,397966,26434032.6,36510927.74,0.496770457,68.62588317,71240181.55,90255728.56,26434032.6,63821695.96
South Australia,SA,SA,1/6/2023,2022-23 Q4 (Jun Qtr),Other Allied Health,306876,23165301.13,178413,128463,11375185.1,11790116.03,0.581384664,63.89730973,26669981.8,31373741.23,11375185.1,19998556.13
Western Australia,WA,WA,1/6/2023,2022-23 Q4 (Jun Qtr),Other Allied Health,362210,30527209.82,149359,212851,10033267.35,20493942.47,0.412354711,72.31125628,34330536.65,45918733.03,10033267.35,35885465.68
Tasmania,TAS,Tas,1/6/2023,2022-23 Q4 (Jun Qtr),Other Allied Health,72221,6092971.72,20178,52043,1589705,4503266.72,0.27939242,54.21297216,6973038.3,8914377.43,1589705,7324672.43
Northern Territory,NT,NT,1/6/2023,2022-23 Q4 (Jun Qtr),Other Allied Health,12191,966857.4,6183,6008,443979.05,522878.35,0.507177426,78.70993842,1112436,1439746.71,443979.05,995767.66
Australian Capital Territory,ACT,ACT,1/6/2023,2022-23 Q4 (Jun Qtr),Other Allied Health,46471,4587463.6,7491,38980,587312.95,4000150.65,0.161197306,92.66594305,4942706.35,8199582.06,587312.95,7612269.11
Unknown,UNK,Unk,1/6/2023,2022-23 Q4 (Jun Qtr),Other Allied Health,40,2936.05,13,27,840.3,2095.75,0.325,63.00925926,3332.05,4637.3,840.3,3797
Australia,AU,Australia,1/6/2023,2022-23 Q4 (Jun Qtr),Specialist Attendances,8618559,721089439.7,2574928,6043631,216174499.7,504914940.1,0.29876549,116.0856514,828426319.7,1304882261,216174499.7,1088707762
New South Wales,NSW,NSW,1/6/2023,2022-23 Q4 (Jun Qtr),Specialist Attendances,2953137,254273581.3,970373,1982764,83616562.7,170657018.6,0.32859058,124.5273562,289076935.5,464117712.9,83616562.7,380501150.2
Victoria,VIC,Vic,1/6/2023,2022-23 Q4 (Jun Qtr),Specialist Attendances,2475272,209011642,780883,1694389,67062470.85,141949171.1,0.315473613,110.2726735,241810528.6,363100077.8,67062470.85,296037606.9
Queensland,QLD,Qld,1/6/2023,2022-23 Q4 (Jun Qtr),Specialist Attendances,1601356,131103901.2,406972,1194384,32406561.1,98697340.09,0.254142115,117.2730306,150903471.7,244057363.2,32406561.1,211650802.1
South Australia,SA,SA,1/6/2023,2022-23 Q4 (Jun Qtr),Specialist Attendances,599540,47487712.13,188144,411396,14902943.15,32584768.98,0.313813924,90.85572328,55178080.57,80648999.93,14902943.15,65746056.78
Western Australia,WA,WA,1/6/2023,2022-23 Q4 (Jun Qtr),Specialist Attendances,694685,54866622.83,147491,547194,11254864.75,43611758.08,0.212313495,117.559733,63667981.8,107427708.8,11254864.75,96172844
Tasmania,TAS,Tas,1/6/2023,2022-23 Q4 (Jun Qtr),Specialist Attendances,149651,11605999.41,40637,109014,3452091.5,8153907.91,0.271545128,96.41549963,13643155.9,20265762.3,3452091.5,16813670.8
Northern Territory,NT,NT,1/6/2023,2022-23 Q4 (Jun Qtr),Specialist Attendances,29159,2382635.25,9725,19434,832507.9,1550127.35,0.333516239,117.1255629,2786346.85,4237635.09,832507.9,3405127.19
Australian Capital Territory,ACT,ACT,1/6/2023,2022-23 Q4 (Jun Qtr),Specialist Attendances,115579,10341353.06,30653,84926,2642181.85,7699171.21,0.265212539,140.1954293,11341237.7,20997079.43,2642181.85,18354897.58
Unknown,UNK,Unk,1/6/2023,2022-23 Q4 (Jun Qtr),Specialist Attendances,180,15992.6,50,130,4315.85,11676.75,0.277777778,141.172,18581.1,29922.1,4315.85,25606.25
Australia,AU,Australia,1/6/2023,2022-23 Q4 (Jun Qtr),Obstetrics,403685,43166585.63,215317,188368,11150508.45,32016077.18,0.533378748,303.9515833,47786376.8,112396367.2,11150508.45,101245858.8
New South Wales,NSW,NSW,1/6/2023,2022-23 Q4 (Jun Qtr),Obstetrics,136189,15415856.53,73408,62781,3886002.5,11529854.03,0.539015633,357.5858901,16894773.88,41658018.06,3886002.5,37772015.56
Victoria,VIC,Vic,1/6/2023,2022-23 Q4 (Jun Qtr),Obstetrics,108052,11275616,74938,33114,3734664.75,7540951.25,0.693536445,524.7147203,12639792.65,30261421.75,3734664.75,26526757
Queensland,QLD,Qld,1/6/2023,2022-23 Q4 (Jun Qtr),Obstetrics,77524,7844935.8,32120,45404,1688862.05,6156073.75,0.414323306,172.2796717,8739559.27,18473369.28,1688862.05,16784507.23
South Australia,SA,SA,1/6/2023,2022-23 Q4 (Jun Qtr),Obstetrics,24717,2644987.75,10892,13825,603523.85,2041463.9,0.440668366,213.0223563,2908937.95,6469154.57,603523.85,5865630.72
Western Australia,WA,WA,1/6/2023,2022-23 Q4 (Jun Qtr),Obstetrics,44030,4609437.8,18149,25881,976830.95,3632606.85,0.41219623,197.5951829,5072315.45,11618361.81,976830.95,10641530.86
Tasmania,TAS,Tas,1/6/2023,2022-23 Q4 (Jun Qtr),Obstetrics,6118,663458,2764,3354,127953,535505,0.451781628,230.4109952,761498.2,1692877.38,127953,1564924.38
Northern Territory,NT,NT,1/6/2023,2022-23 Q4 (Jun Qtr),Obstetrics,2643,167077.35,1943,700,70373.65,96703.7,0.735149451,200.9907717,190817.1,309416.71,70373.65,239043.06
Australian Capital Territory,ACT,ACT,1/6/2023,2022-23 Q4 (Jun Qtr),Obstetrics,4411,545174,1102,3309,62255.3,482918.7,0.249829971,367.1879771,578632.45,1913705.27,62255.3,1851449.97
Unknown,UNK,Unk,1/6/2023,2022-23 Q4 (Jun Qtr),Obstetrics,1,42.4,1,0,42.4,0,1,-,49.85,42.4,42.4,0
Australia,AU,Australia,1/6/2023,2022-23 Q4 (Jun Qtr),Anaesthetics,1003918,142949476.4,95018,908900,9857977.2,133091499.2,0.094647172,202.7130975,184930625.4,369685420.1,9857977.2,359827442.9
New South Wales,NSW,NSW,1/6/2023,2022-23 Q4 (Jun Qtr),Anaesthetics,317895,46527947.74,34631,283264,3593578,42934369.74,0.108938486,182.8746946,60628794.85,123128961.6,3593578,119535383.6
Victoria,VIC,Vic,1/6/2023,2022-23 Q4 (Jun Qtr),Anaesthetics,259900,36374916.89,24787,235113,2373911.5,34001005.39,0.095371297,206.8310698,46165911.5,94028292.04,2373911.5,91654380.54
Queensland,QLD,Qld,1/6/2023,2022-23 Q4 (Jun Qtr),Anaesthetics,205269,28962523.36,24546,180723,2629201.15,26333322.21,0.119579674,152.7143109,37736847.65,74807967.38,2629201.15,72178766.23
South Australia,SA,SA,1/6/2023,2022-23 Q4 (Jun Qtr),Anaesthetics,76418,10439285.98,5296,71122,630511.3,9808774.68,0.069303044,157.946704,13767214.7,25221488.45,630511.3,24590977.15
Western Australia,WA,WA,1/6/2023,2022-23 Q4 (Jun Qtr),Anaesthetics,107086,15302082.07,4610,102476,502848.55,14799233.52,0.043049512,419.959854,19642731.2,37774732.38,502848.55,37271883.83
Tasmania,TAS,Tas,1/6/2023,2022-23 Q4 (Jun Qtr),Anaesthetics,19375,2792811.55,343,19032,38953.6,2753857.95,0.017703226,110.0599794,3688219.35,7098069.84,38953.6,7059116.24
Northern Territory,NT,NT,1/6/2023,2022-23 Q4 (Jun Qtr),Anaesthetics,3958,590202.4,194,3764,25743.35,564459.05,0.049014654,214.4904301,773123.9,1505452.61,25743.35,1479709.26
Australian Capital Territory,ACT,ACT,1/6/2023,2022-23 Q4 (Jun Qtr),Anaesthetics,14003,1957947.95,609,13394,63061.35,1894886.6,0.043490681,240.3360163,2525464.95,6116120.81,63061.35,6053059.46
Unknown,UNK,Unk,1/6/2023,2022-23 Q4 (Jun Qtr),Anaesthetics,14,1758.5,2,12,168.4,1590.1,0.142857143,-,2317.3,4335,168.4,4166.6
Australia,AU,Australia,1/6/2023,2022-23 Q4 (Jun Qtr),Total Pathology,40181706,885092779.1,35735608,4446098,788928097,96164682.13,0.889350193,24.50699311,1051351555,946081198.8,786684125.5,159397073.2
New South Wales,NSW,NSW,1/6/2023,2022-23 Q4 (Jun Qtr),Total Pathology,13505065,299764512.5,11818070,1686995,265469352.6,34295159.87,0.875084274,25.46974834,356223670.2,319420661,264643607.3,54777053.79
Victoria,VIC,Vic,1/6/2023,2022-23 Q4 (Jun Qtr),Total Pathology,10176590,219554838.4,9097583,1079007,195938339.6,23616498.76,0.893971655,24.23939221,260765015.6,235753032.9,195406354.8,40346678.05
Queensland,QLD,Qld,1/6/2023,2022-23 Q4 (Jun Qtr),Total Pathology,8038996,183061970.8,7248254,790742,164756838.5,18305132.29,0.901636722,24.804781,217346859.4,195517255.4,164319221,31198034.43
South Australia,SA,SA,1/6/2023,2022-23 Q4 (Jun Qtr),Total Pathology,2853824,59716410.1,2501588,352236,52115946.25,7600463.85,0.876574028,23.21597673,71063990.61,64028078.14,51929511.4,12098566.74
Western Australia,WA,WA,1/6/2023,2022-23 Q4 (Jun Qtr),Total Pathology,3810211,84668976.62,3406766,403445,75794848.45,8874128.17,0.894114788,25.04425793,100566040,90708415.54,75617232.75,15091182.79
Tasmania,TAS,Tas,1/6/2023,2022-23 Q4 (Jun Qtr),Total Pathology,878440,18316333.41,805319,73121,16534429.85,1781903.56,0.916760393,29.52120083,21739805.9,19528021.13,16497935.9,3030085.23
Northern Territory,NT,NT,1/6/2023,2022-23 Q4 (Jun Qtr),Total Pathology,266466,5928304.55,257821,8645,5677113.15,251191.4,0.967556837,47.44215625,6985328.85,6060756.45,5661660.75,399095.7
Australian Capital Territory,ACT,ACT,1/6/2023,2022-23 Q4 (Jun Qtr),Total Pathology,651380,14064545.23,599637,51743,12628265.7,1436279.53,0.920564033,17.65580733,16640664.5,15045347.87,12595884.35,2449463.52
Unknown,UNK,Unk,1/6/2023,2022-23 Q4 (Jun Qtr),Total Pathology,734,16887.5,570,164,12962.8,3924.7,0.776566757,0,20180.3,19630.3,12717.3,6913
Australia,AU,Australia,1/6/2023,2022-23 Q4 (Jun Qtr),Diagnostic Imaging,7468573,1166351773,5750042,1718531,918740782.6,247610990.6,0.769898346,124.9005575,1261883204,1361718095,918740782.6,442977312.1
New South Wales,NSW,NSW,1/6/2023,2022-23 Q4 (Jun Qtr),Diagnostic Imaging,2566475,405682030,2003372,563103,321277007.9,84405022.02,0.780592836,120.5194687,439514128.1,464290679.3,321277007.9,143013671.3
Victoria,VIC,Vic,1/6/2023,2022-23 Q4 (Jun Qtr),Diagnostic Imaging,1882766,289147986.3,1445083,437683,229058625.6,60089360.71,0.767531918,126.6999756,312028394.8,340534663.8,229058625.6,111476038.2
Queensland,QLD,Qld,1/6/2023,2022-23 Q4 (Jun Qtr),Diagnostic Imaging,1526048,236563183.7,1164935,361113,185751248,50811935.79,0.763367207,122.9583523,255744557.1,278975510.6,185751248,93224262.61
South Australia,SA,SA,1/6/2023,2022-23 Q4 (Jun Qtr),Diagnostic Imaging,485237,75827485.14,358552,126685,56633059.9,19194425.24,0.738921393,131.0753594,82590200.2,90821030.57,56633059.9,34187970.67
Western Australia,WA,WA,1/6/2023,2022-23 Q4 (Jun Qtr),Diagnostic Imaging,753941,119080763.1,606558,147383,97412791.05,21667972.07,0.804516534,130.381733,128452261.3,136878569.8,97412791.05,39465778.71
Tasmania,TAS,Tas,1/6/2023,2022-23 Q4 (Jun Qtr),Diagnostic Imaging,123336,18745522.05,83504,39832,13304222.9,5441299.15,0.677044821,121.0909103,20501160.6,23154146.96,13304222.9,9849924.06
Northern Territory,NT,NT,1/6/2023,2022-23 Q4 (Jun Qtr),Diagnostic Imaging,38624,5695781.7,32615,6009,4894497.5,801284.2,0.844423157,146.0038135,6094336.6,6531301.46,4894497.5,1636803.96
Australian Capital Territory,ACT,ACT,1/6/2023,2022-23 Q4 (Jun Qtr),Diagnostic Imaging,92040,15588767.25,55345,36695,10394749.65,5194017.6,0.601314646,139.915413,16936032.4,20508476.43,10394749.65,10113726.78
Unknown,UNK,Unk,1/6/2023,2022-23 Q4 (Jun Qtr),Diagnostic Imaging,106,20253.95,78,28,14580.1,5673.85,0.735849057,145.3055556,22133.45,23715.9,14580.1,9135.8
Australia,AU,Australia,1/6/2023,2022-23 Q4 (Jun Qtr),Total Operations,2969585,592010099.1,1035540,1934045,116923292,475086807.2,0.348715393,112.8925809,740987531.1,1249356131,116923292,1132432839
New South Wales,NSW,NSW,1/6/2023,2022-23 Q4 (Jun Qtr),Total Operations,973249,197659144.6,368826,604423,43986780.45,153672364.1,0.378963657,126.213315,243493368.1,429225477.8,43986780.45,385238697.3
Victoria,VIC,Vic,1/6/2023,2022-23 Q4 (Jun Qtr),Total Operations,626928,135275824.3,167473,459455,21250473.85,114025350.5,0.267132749,117.1090964,171983771,283067771.6,21250473.85,261817297.7
Queensland,QLD,Qld,1/6/2023,2022-23 Q4 (Jun Qtr),Total Operations,745230,129601072.4,327869,417361,33468248.8,96132823.6,0.439956792,105.7873484,160750606.5,270406345,33468248.8,236938096.2
South Australia,SA,SA,1/6/2023,2022-23 Q4 (Jun Qtr),Total Operations,199982,43349540.82,58554,141428,6695227.55,36654313.27,0.292796352,85.39116767,55601295.21,84557056.76,6695227.55,77861829.21
Western Australia,WA,WA,1/6/2023,2022-23 Q4 (Jun Qtr),Total Operations,312388,62098781.67,88381,224007,8671042.85,53427738.82,0.282920599,95.98548643,78990264.34,126217287.8,8671042.85,117546245
Tasmania,TAS,Tas,1/6/2023,2022-23 Q4 (Jun Qtr),Total Operations,60970,13142875,12208,48762,1454542.85,11688332.15,0.200229621,74.05357647,16856405.25,26894222.76,1454542.85,25439679.91
Northern Territory,NT,NT,1/6/2023,2022-23 Q4 (Jun Qtr),Total Operations,13382,2461480.59,5813,7569,586048.45,1875432.14,0.434389478,101.8697883,3135575.2,5478121.11,586048.45,4892072.66
Australian Capital Territory,ACT,ACT,1/6/2023,2022-23 Q4 (Jun Qtr),Total Operations,37412,8412448.66,6398,31014,808853.05,7603595.61,0.171014648,158.9204594,10165039.5,23492537.72,808853.05,22683684.67
Unknown,UNK,Unk,1/6/2023,2022-23 Q4 (Jun Qtr),Total Operations,44,8931.1,18,26,2074.1,6857,0.409090909,156.25625,11206.1,17310.45,2074.1,15236.35
Australia,AU,Australia,1/6/2023,2022-23 Q4 (Jun Qtr),Optometry,2660148,132625940.1,2508668,151480,125123294.5,7502645.63,0.9430558,37.13061381,155772807.3,138250485.5,125123294.5,13127191.01
New South Wales,NSW,NSW,1/6/2023,2022-23 Q4 (Jun Qtr),Optometry,843142,41986496.83,804851,38291,40069709.75,1916787.08,0.954585349,36.03352746,49328237.28,43366256.63,40069709.75,3296546.88
Victoria,VIC,Vic,1/6/2023,2022-23 Q4 (Jun Qtr),Optometry,693841,34820154.75,647862,45979,32491578.7,2328576.05,0.933732656,37.03324039,40884979.25,36522906.11,32491578.7,4031327.41
Queensland,QLD,Qld,1/6/2023,2022-23 Q4 (Jun Qtr),Optometry,563847,27922200.6,530286,33561,26318143.5,1604057.1,0.940478534,35.11736808,32788597.75,29100774.59,26318143.5,2782631.09
South Australia,SA,SA,1/6/2023,2022-23 Q4 (Jun Qtr),Optometry,193483,9693296.05,184881,8602,9271306.5,421989.55,0.955541314,36.07953732,11393780.2,10003652.23,9271306.5,732345.73
Western Australia,WA,WA,1/6/2023,2022-23 Q4 (Jun Qtr),Optometry,246034,12245905.85,231331,14703,11524732.55,721173.3,0.940239967,43.43987622,14385589.95,12884602.35,11524732.55,1359869.8
Tasmania,TAS,Tas,1/6/2023,2022-23 Q4 (Jun Qtr),Optometry,56151,2788079.5,52386,3765,2601160.05,186919.45,0.932948656,28.83436919,3277854.55,2896640.9,2601160.05,295480.85
Northern Territory,NT,NT,1/6/2023,2022-23 Q4 (Jun Qtr),Optometry,18372,920716.05,17989,383,903153.8,17562.25,0.979153059,46.03407311,1082542.8,938347.1,903153.8,35193.3
Australian Capital Territory,ACT,ACT,1/6/2023,2022-23 Q4 (Jun Qtr),Optometry,45252,2247770.05,39058,6194,1942249.3,305520.75,0.863122072,46.52247336,2629672.8,2535930.25,1942249.3,593680.95
Unknown,UNK,Unk,1/6/2023,2022-23 Q4 (Jun Qtr),Optometry,26,1320.4,24,2,1260.3,60.1,0.923076923,27.45,1552.7,1375.3,1260.3,115
Australia,AU,Australia,1/6/2023,2022-23 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,681465,175204526.5,527104,154361,118262744.5,56941782.02,0.773486533,70.78366887,166603031.4,186978412.8,118262744.5,68715668.34
New South Wales,NSW,NSW,1/6/2023,2022-23 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,204325,50847802.55,167510,36815,36876569.05,13971233.5,0.819821363,69.62846622,50087546.7,53573189.97,36876569.05,16696620.92
Victoria,VIC,Vic,1/6/2023,2022-23 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,165378,42256511.6,130286,35092,29339177.8,12917333.8,0.787807326,71.55828267,41242926.5,45162801.61,29339177.8,15823623.81
Queensland,QLD,Qld,1/6/2023,2022-23 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,150938,41016131.7,103207,47731,24686671.55,16329460.15,0.68377082,68.61799245,36543799.05,44546887.24,24686671.55,19860215.69
South Australia,SA,SA,1/6/2023,2022-23 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,50389,13263929.22,36880,13509,8619285.65,4644643.57,0.731905773,57.23276847,12820525,14063679.42,8619285.65,5444393.77
Western Australia,WA,WA,1/6/2023,2022-23 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,78624,20970116.35,63161,15463,13770482.9,7199633.45,0.803329772,93.18620284,19122213.9,22406663.53,13770482.9,8636180.63
Tasmania,TAS,Tas,1/6/2023,2022-23 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,19874,4235753.75,16331,3543,3221727.6,1014026.15,0.821726879,48.11148213,4351862.3,4424319.5,3221727.6,1202591.9
Northern Territory,NT,NT,1/6/2023,2022-23 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,3375,838707,3336,39,794045.55,44661.45,0.988444444,261.5782051,899416.5,848908.55,794045.55,54863
Australian Capital Territory,ACT,ACT,1/6/2023,2022-23 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,8533,1753122.65,6387,2146,950249.85,802872.8,0.748505801,80.32032609,1522579.1,1924374.31,950249.85,974124.46
Unknown,UNK,Unk,1/6/2023,2022-23 Q4 (Jun Qtr),Radiotherapy and Therapeutic Nuclear Medicine,29,22451.7,6,23,4534.55,17917.15,0.206896552,223.3482609,12162.35,27588.71,4534.55,23054.16
Australia,AU,Australia,1/6/2023,2022-23 Q4 (Jun Qtr),Other MBS Services,3078067,468798434.5,1863535,1214532,299031947.7,169766486.9,0.605423794,137.4982848,517414757.7,601655631.4,299031947.7,302623683.7
New South Wales,NSW,NSW,1/6/2023,2022-23 Q4 (Jun Qtr),Other MBS Services,1017153,157220244.1,629892,387261,101700747.1,55519497.03,0.619269667,146.9255142,174641971.3,201402149.9,101700747.1,99701402.84
Victoria,VIC,Vic,1/6/2023,2022-23 Q4 (Jun Qtr),Other MBS Services,746508,120312226.4,485008,261500,76415667.35,43896559.09,0.649702347,175.1431748,130270754,154680016.8,76415667.35,78264349.42
Queensland,QLD,Qld,1/6/2023,2022-23 Q4 (Jun Qtr),Other MBS Services,650324,94626232.31,370506,279818,61751750.55,32874481.76,0.569725245,120.3625758,105547224.5,120830451.2,61751750.55,59078700.65
South Australia,SA,SA,1/6/2023,2022-23 Q4 (Jun Qtr),Other MBS Services,225812,33933468.94,120760,105052,20226464.2,13707004.74,0.534781145,101.0023674,37677907.46,43636610.94,20226464.2,23410146.74
Western Australia,WA,WA,1/6/2023,2022-23 Q4 (Jun Qtr),Other MBS Services,314952,41616740.1,186464,128488,25513857.45,16102882.65,0.592039422,108.3276402,46478334,54161777.23,25513857.45,28647919.78
Tasmania,TAS,Tas,1/6/2023,2022-23 Q4 (Jun Qtr),Other MBS Services,59325,9852101.4,31782,27543,6605735.1,3246366.3,0.535726928,81.66585225,11124167.8,11917260.65,6605735.1,5311525.55
Northern Territory,NT,NT,1/6/2023,2022-23 Q4 (Jun Qtr),Other MBS Services,19075,4739073.8,14983,4092,3757094.65,981979.15,0.785478375,235.492385,4950082.25,5512500.82,3757094.65,1755406.17
Australian Capital Territory,ACT,ACT,1/6/2023,2022-23 Q4 (Jun Qtr),Other MBS Services,44886,6488445.36,24124,20762,3058004.5,3430440.86,0.53745043,164.0981142,6716336.5,9498982,3058004.5,6440977.5
Unknown,UNK,Unk,1/6/2023,2022-23 Q4 (Jun Qtr),Other MBS Services,32,9902.05,16,16,2626.75,7275.3,0.5,420.3269231,7980,15881.8,2626.75,13255.05
Australia,AU,Australia,1/3/2023,2022-23 Q3 (Mar Qtr),Total Medicare,111404310,6626105131,84537790,26866520,4418063820,2208041311,0.758837697,78.83493733,7318577725,9019873031,4415916850,4603956180
New South Wales,NSW,NSW,1/3/2023,2022-23 Q3 (Mar Qtr),Total Medicare,36944059,2211886351,28547055,8397004,1516143570,695742781.7,0.772710302,87.05454253,2443184112,3000872877,1515369091,1485503786
Victoria,VIC,Vic,1/3/2023,2022-23 Q3 (Mar Qtr),Total Medicare,28814364,1697431523,21972235,6842129,1135303370,562128153.5,0.762544507,79.06299699,1876286703,2299919072,1134789011,1165130061
Queensland,QLD,Qld,1/3/2023,2022-23 Q3 (Mar Qtr),Total Medicare,23158712,1385133289,17475222,5683490,924029387.3,461103901.7,0.754585229,75.78711076,1529040734,1890461372,923584631.1,966876741.3
South Australia,SA,SA,1/3/2023,2022-23 Q3 (Mar Qtr),Total Medicare,7674569,451141257.8,5680619,1993950,285057761.6,166083496.1,0.740187364,64.13440295,499136855.6,602092049.9,284865529.8,317226520.1
Western Australia,WA,WA,1/3/2023,2022-23 Q3 (Mar Qtr),Total Medicare,10474887,627657475.7,7770118,2704769,403307015,224350460.8,0.741785377,74.08025154,691300644.2,861298864.3,403153932.4,458144932
Tasmania,TAS,Tas,1/3/2023,2022-23 Q3 (Mar Qtr),Total Medicare,2169082,126276066.6,1573107,595975,78316759,47959307.62,0.725240908,65.18578688,140941938.7,173609643.5,78282602.75,95327040.71
Northern Territory,NT,NT,1/3/2023,2022-23 Q3 (Mar Qtr),Total Medicare,687417,39469021.95,561993,125424,29891504.9,9577517.05,0.817543063,63.18683233,42955031.32,49897461.11,29878284.85,20019176.26
Australian Capital Territory,ACT,ACT,1/3/2023,2022-23 Q3 (Mar Qtr),Total Medicare,1479661,86999196.85,956306,523355,45942163.45,41057033.4,0.646300741,85.40376322,95609404.8,141558019.9,45921478.35,95636541.5
Unknown,UNK,Unk,1/3/2023,2022-23 Q3 (Mar Qtr),Total Medicare,1559,110948.45,1135,424,72289.3,38659.15,0.728030789,97.64432727,122301.65,163670.44,72289.3,91381.14
Australia,AU,Australia,1/3/2023,2022-23 Q3 (Mar Qtr),Total GP Non-Referred Attendances,40067304,2134248831,31294433,8772871,1713801308,420447523,0.781046636,44.38991528,2137474826,2522860427,1713801308,809059119.3
